,brand_name,key,appraisal_value,front_tag,status
34,Rolling Stones T-shirt,L8-k7895qg,200,https://s3.amazonaws.com/com.images.legiteem8/ca9e7b33-9a6f-4df1-b507-42e761607716-2022080243155%40blurHash%3DVVZFe1JxdDdJVW9mfnFSKlJqZlFfM1dCdDZqW35Xb2VSKmpb.jpeg,1
35,Screen Stars,L8-bna2h1c,250,https://s3.amazonaws.com/com.images.legiteem8/89543b20-814d-486b-8b67-384661f64d3f-202207243320%40blurHash%3DVUtMTlBpTXtOS3hhfnB0N29mczotO3hhakVvZU18TXtSaldC.jpeg,1
36,Metallica ,L8-viajv11,300,https://s3.amazonaws.com/com.images.legiteem8/54ac7608-6811-4a29-a569-b2885d206806-2022080395327.jpeg,1
37,Hanes Beefy T,L8-im3fri8,650,https://s3.amazonaws.com/com.images.legiteem8/25a79664-165d-4767-830a-4c94db5187ac-2022070819161%40blurHash%3DVUVLLXpseF0tbT9hX014dVZAb3p%2BcHQySVdJcSVma0N4YmpF.jpeg,1
38,All Sport Proweight,L8-05rtctd,450,https://s3.amazonaws.com/com.images.legiteem8/e92983e5-c0c9-4057-b1b5-31736c9c99a4-20220708154830%40blurHash%3DVVNDNj1VUmtST1dBfnBSa29nb2ZeKk17eF10N18yUmpvSmpZ.jpeg,1
39,Ozzy Osbourne Ultimate Sin tour 1986 ,L8-c09eglt,150,https://s3.amazonaws.com/com.images.legiteem8/9df03ea5-192c-45bd-ab13-087155a0e6c6-20220806135658%40blurHash%3DVVBIZVJSeHVNe3M6MDBXQnRSV1Y5Rk17UipqW35wa0NWQGFl.jpeg,1
40,Screen Stars Premium,L8-v9ub7q5,750,https://s3.amazonaws.com/com.images.legiteem8/790842dc-d9c8-408f-9e8b-c1aca00ecfdf-2022062395345%40blurHash%3DVU5Od05TP2NJVS07fnB0N1JQV0JNdyVNTkdXQ19Ob3lNe29n.jpeg,1
41,Screen Stars,L8-eohlnhd,175,https://s3.amazonaws.com/com.images.legiteem8/ee865ba2-7e62-4525-9212-c81c986d5bc8-20220622165722%40blurHash%3DVTU5JXhFb3owMDlGLjdqdUQlRCpSJVZbLXB0NzRuRCp%2BcT9i.jpeg,1
42,Adidas,L8-cnupj6i,750,https://s3.amazonaws.com/com.images.legiteem8/bbbac1d5-b6ee-4e8c-9f4b-c4bd455b43b8-20220715222532.jpeg,1
43,M Prints,L8-48uemwt,100,https://s3.amazonaws.com/com.images.legiteem8/1ffc680a-8736-4cb9-b80e-fcb3a3cae597-2022080311250%40blurHash%3DVTU4emxZSW8wMHQ3fkJiSEUyTkcwMHh0fldJVnhhUmtXVWJI.jpeg,1
44,Giant by Tee Jays,L8-gs9t7ak,630,https://s3.amazonaws.com/com.images.legiteem8/2cd0ee59-b4d2-4988-8408-054c7bea625b-20220805113743.jpeg,1
45,Giant by Tultex,L8-bhd36bf,750,https://s3.amazonaws.com/com.images.legiteem8/2c61a242-ef38-4d89-aa99-17edeb5b919c-20220802205940%40blurHash%3DVUlKa3J8d0hFM35xRCw0by1veF0jN0QleFp4WnhBTXdXWldC.jpeg,1
46,Anvil,L8-jc9vpmk,110,https://s3.amazonaws.com/com.images.legiteem8/a4936944-6ed1-4e33-b69d-dbe97f703b10-2022080305745%40blurHash%3DVUZIY19tSXAtVU5HfT9heVdDJCVvS05IJCVzLkUyUmtrQmtC.jpeg,1
47,Screen Stars,L8-m5hrp29,600,https://s3.amazonaws.com/com.images.legiteem8/fd92449e-d182-457d-be87-f2538911c24c-20220804131748%40blurHash%3DVVVCeWRQTXxJb29nfW1OSVMlalleS05JV1hqQC1wUmthY29m.jpeg,1
48,kurt memorial,L8-a9riiwq,310,https://s3.amazonaws.com/com.images.legiteem8/979343fa-cdc1-48a2-baf4-16b4ff8a7b82-20220804123339%40blurHash%3DVXFGNUViczlmbGpGfTtzVmZrbiUtNmpialpzOlItYXlheXQ2.jpeg,1
49,Giant,L8-u779o32,150,https://s3.amazonaws.com/com.images.legiteem8/07343719-2aa9-4f0e-8d9c-9376b45311cb-2022081045613%40blurHash%3DVTNJQn1%2BXmsubjpre15dLkZ5TnUqS2l3OHZ4Xn5XWDhtbGl7.jpeg,1
50,kurt memorial,L8-o05q03u,310,https://s3.amazonaws.com/com.images.legiteem8/d6ba043f-3991-4540-bfd8-21ad8c7f350d-2022080412021%40blurHash%3DVVRMO1F0RCRSaSVNXzR4dHQ3b2Z4dG9nal1SaXMueHVSaVdC.jpeg,1
51,Anvil,L8-kjshqi2,100,https://s3.amazonaws.com/com.images.legiteem8/f4625ea9-e812-4dca-8989-989248979ad2-20220804114649%40blurHash%3DVTlLQStyNFR%2BcX5WMDAkJTlaUlIwMHhecytSNG9%2BP2IlMiQl.jpeg,1
52,Hanes Ultraweight,L8-s9oawj3,500,https://s3.amazonaws.com/com.images.legiteem8/2a9afd43-e619-4baf-b3b0-e6785f6a9442-20220809125451.jpeg,1
53,Handtex,L8-gnmkbtu,100,https://s3.amazonaws.com/com.images.legiteem8/c060af41-81a2-4bd6-ade8-d4d8fe49c1f8-2022080413321%40blurHash%3DVU1GT012dG14dXJxfEMwTFJqJTJ%2BQVhUeFpqRUVRUit4Wm9m.jpeg,1
54,Anvil,L8-g4bsc79,100,https://s3.amazonaws.com/com.images.legiteem8/e4e6e0c6-4487-47cd-acab-0cd878b11912-202208031822%40blurHash%3DVVFFMklFb2Y1N0lwJCU5dXQ2eGEtVUlwYXx0Nn5Cb2ZJcGZQ.jpeg,1
55,J Classic,L8-ge6m5uh,130,https://s3.amazonaws.com/com.images.legiteem8/a68ca44a-d037-41c7-9a7b-8708a5bc7499-2022080412443%40blurHash%3DVWlMWDldSUFvS3RSfnBWQGtDb2ZSaldBZmxvZmtDUmpvZ2F5.jpeg,1
56,Giant by Tee Jays,L8-cvkn5c4,650,https://s3.amazonaws.com/com.images.legiteem8/dcfe796e-ebe2-4917-a37d-a6a3f26ca998-20220621161124%40blurHash%3DVTVDUHQuTXg0VEQlMEslTTlaSTswMk1fP3ctcU1iV0N9QD14.jpeg,1
57,Screen Stars Best,L8-naw9lem,180,https://s3.amazonaws.com/com.images.legiteem8/94faffe1-20a3-42b1-9b10-d4a6930847c6-2022062573037%40blurHash%3DVSVGO2ZtbzBheW9KfTtvSmpbb0peTGpzb0xvTC1TZjZhfWpb.jpeg,1
58,nirvana muddy banks,L8-m74pq1p,160,https://s3.amazonaws.com/com.images.legiteem8/7433ff35-d172-4203-9ac2-85b6292d8f73-20220804121130%40blurHash%3DVUdFe0lOc2wwMHRSMDBXWH5XUmk0OldYJTFvSn5WYWU5YW9n.jpeg,1
59,kurt memorial,L8-v4jkipq,60,https://s3.amazonaws.com/com.images.legiteem8/f63a19ae-4644-4a0e-97a4-844507d3914f-20220804122949%40blurHash%3DVU9FMklIbk4lTE5IfVF0N3dIdDZ9P05HJUxzU1JQV3JWP29l.jpeg,1
60,kurt memorial,L8-jhl8u7g,50,https://s3.amazonaws.com/com.images.legiteem8/cceb7901-9c4d-4221-9e01-b4978ee4ce57-2022080412268%40blurHash%3DVW9ILURFSXBOSG9MfT9OSFIqb2VOSGEjV1ZheWJJYXlvZldD.jpeg,1
61,nirvana kurt,L8-vwtl9k5,60,https://s3.amazonaws.com/com.images.legiteem8/bf08a914-fc55-490b-abeb-2592f2c5ad94-2022080412232%40blurHash%3DVWNGcjA5JTNEJXNrfC5pXlhVeHV%2BQ28jSW9uI2FkUmtSLWJJ.jpeg,1
62,kurt memorial ,L8-qbo43gm,60,https://s3.amazonaws.com/com.images.legiteem8/26ab4511-1b39-404a-b54f-ab387efc775f-2022080412201%40blurHash%3DVUlEKzN2TkY0b15pXSMtVSVMUiU6aWtCLjd3Xn5CYXlEJXQ3.jpeg,1
63,Gildan,L8-qqmicut,50,https://s3.amazonaws.com/com.images.legiteem8/563f4a98-1a67-47cd-bbe3-19375a9aeb86-2022080419478%40blurHash%3DVTVIZXdpfkMwMF8ycGElfjlaYncrWEg9SVdJQS45STotO3h1.jpeg,1
64,nirvana all apologies,L8-1gwtpk2,70,https://s3.amazonaws.com/com.images.legiteem8/8adc3867-e8c0-4b71-a4e2-c5ebeba61ed6-20220804134022%40blurHash%3DVUdDUHp9XzIwMDAwMDA5Wn5wXzJvZVdCUmp0N18yJUxFMUQl.jpeg,1
65,nirvana ,L8-5adsi00,60,https://s3.amazonaws.com/com.images.legiteem8/477e093e-9470-4bda-8047-788eb6a57ee4-20220804132531.jpeg,1
66,Rock Express,L8-6pahcig,50,https://s3.amazonaws.com/com.images.legiteem8/d14feb21-07f7-407c-a54d-7d8d1fcb7b31-20220811984%40blurHash%3DVTZCZkNRfkIxSDlHMHoweko3P0cweH5CPXlGZDBlRTIjU295.jpeg,1
67,nirvana,L8-ibgivhu,220,https://s3.amazonaws.com/com.images.legiteem8/5877cdbf-8cbd-4c5c-9fd7-24de1c75306e-20220804132853.jpeg,1
68,Nirvana Hoddie,L8-vap654s,80,https://s3.amazonaws.com/com.images.legiteem8/3b18d57c-69a4-4e0f-9874-2e0f00da96f0-20220812124243%40blurHash%3DVVJFZkg2LTs5WlNMMDFvZi07Vls5RkQlV0J4dX5XczpFMVMy.jpeg,1
69,Nirvana Bleach,L8-37a4wrs,220,https://s3.amazonaws.com/com.images.legiteem8/c96a7f23-f4e8-4b2d-a31c-cd90e44a9d50-20220812123322%40blurHash%3DVXNGWXJ2TV94dXRSfnBWQHQ4dDdeK1ZAdDdvZ3h1anR0N2F8.jpeg,1
70,Thunder Island,L8-oh8jbon,40,https://s3.amazonaws.com/com.images.legiteem8/9fa16a22-9528-4c92-ad0d-b764f3a4f450-20220812125322%40blurHash%3DVUNDc0JYXmpJblJPU2k5dUVOSTs0LklBfkJeKkpUTkgtVldC.jpeg,1
71,Stampa,L8-lrq14og,50,https://s3.amazonaws.com/com.images.legiteem8/6ccd6886-5286-4e6f-b84e-efce1daf1851-20220812125854%40blurHash%3DVTROVHExSkYwMF8yMDB4V0UyVlswMFJPfnBSajAwNG5fMmtE.jpeg,1
72,Nirvana Polly ,L8-9mwwpjh,120,https://s3.amazonaws.com/com.images.legiteem8/b0734e30-3cb7-4068-83ea-aa5dce5430cf-20220812131245%40blurHash%3DVU9GNXN0P3VEJU14RE85R3hdeHV%2BQnQ3TkdXQn5VJTJNe1dC.jpeg,1
73,Kurt Cobain “Blew” ,L8-wlim3ec,40,https://s3.amazonaws.com/com.images.legiteem8/30cf4bbc-263a-4ba6-b224-0a8d471d0896-20220812131832%40blurHash%3DVTdBbWg6dGswMDAxP0VFTHhJUi00VDlhfld0Ul4rWFRWcklV.jpeg,1
74,Hanes Ultraweight,L8-0e5oh9l,1500,https://s3.amazonaws.com/com.images.legiteem8/b6c4e2da-af76-4e87-8f33-67071e31cea6-202208116625.jpeg,1
75,Fruit of the Loom Best,L8-itngmgr,50,https://s3.amazonaws.com/com.images.legiteem8/860dc5d6-2436-4e49-b0d5-7b0edbfee012-20220812132639%40blurHash%3DVUhFb3hsfnAwMiVMMDFFMSVMUmowNUlxLW9heF8yeHVNfWpA.jpeg,1
76,Gildan Heavy,L8-msnrseo,40,https://s3.amazonaws.com/com.images.legiteem8/dc4ae8b1-79d3-430f-957c-f9ef1f5583cd-20220812133136%40blurHash%3DVVpKUX19TWJ%2BcCVMSVMlaFIlUmlqW2pbTXt4dSUybiRrRGtB.jpeg,1
77,Gildan,L8-a4mige3,15,https://s3.amazonaws.com/com.images.legiteem8/ae4e123a-f12d-47f8-87a4-27604e4d99d4-20220812133717.jpeg,1
78,Fruit of the Loom,L8-4crblih,25,https://s3.amazonaws.com/com.images.legiteem8/0de5bf42-cded-43de-b5dc-23215828691d-2022080223449%40blurHash%3DVUU5P3dVeHQwZUUyfUBvZjVRVlsreE17SzQtcCNTTkdKKiUy.jpeg,1
79,nirvana nevermind,L8-esffkme,30,https://s3.amazonaws.com/com.images.legiteem8/e39d259d-c267-4164-bcff-52efe531cfc0-2022080413142%40blurHash%3DVW1GWGh1allSKmF8fT1vTW9mV1YtOW9Mb0lXVldZb0xzOmF5.jpeg,1
80,nirvana,L8-qkq5j6r,40,https://s3.amazonaws.com/com.images.legiteem8/0c368628-aef4-445a-97eb-08c4b81a8715-20220804134322%40blurHash%3DVU5FeTYkVkVXWU50OUZ0N054c0N7ez9hTXtOYS1vRUslMXhh.jpeg,1
81,nirvana rolling stone ,L8-9fcsars,40,https://s3.amazonaws.com/com.images.legiteem8/c3eb1532-4033-4cd4-9446-f4285d2dfe0a-20220804134616%40blurHash%3DVTQ2QFtAOWF4QUlxfkE5ei1tSXBeaTQ7LS5OS15pNDstbklx.jpeg,1
82,Gildan,L8-81ci8ob,45,https://s3.amazonaws.com/com.images.legiteem8/c34ac56a-1152-449a-929b-2ac4b3236ff9-2022080413521.jpeg,1
83,CONART,L8-kqasmt8,300,https://s3.amazonaws.com/com.images.legiteem8/c57bcb04-22f7-46fb-8d4a-577d82f95f61-20220814141811.jpeg,1
84,green day 94 dookie ,L8-7hhkkjr,300,https://s3.amazonaws.com/com.images.legiteem8/28ed6a26-dff8-4dc9-9cd5-cf4c2dc16302-20220816131031%40blurHash%3DVV9Jcjg1JU1XQm9mfnF4dVdCb2YtO1dCYWVvZmtDTXtqW2pb.jpeg,1
85,Euro (Generic) ,L8-ub6j3hd,900,https://s3.amazonaws.com/com.images.legiteem8/28ad2f5a-afab-44d7-b4c5-a86c3f42f562-20220817105140%40blurHash%3DVWVLVTFVfnB4dW9mP0hSak5HaltWQFdCV0JmUXQ2a0NheVdC.jpeg,1
86,Hanes Heavyweight,L8-jcj6jtw,1200,https://s3.amazonaws.com/com.images.legiteem8/ad76666e-6e48-4169-8243-3f9bd7ce89a8-2022081516326%40blurHash%3DVXhLXm1hc3BubHM6P15rQlcta0MlMm96UitqQFJRb2ZzLldD.jpeg,1
87,Bay Club,L8-87sm96e,1000,https://s3.amazonaws.com/com.images.legiteem8/614be506-a77e-4dfa-a1bb-a5d3b4d9ab4c-20220818204814%40blurHash%3DVS1KdEAteHVSalc7X05XO29MczolMm4lb2ZiSElVUipma2F5.jpeg,1
88,TOP,L8-qa851ri,380,https://s3.amazonaws.com/com.images.legiteem8/57684bf5-79f6-4ed3-8789-796c1f22b536-2022081821224%40blurHash%3DVT1JRV5XUipSampbfnFheWF5b2Z4dXQ3b2ZqW1JqdDdqW2F5.jpeg,1
89,Schwartz,L8-srwkbsf,950,https://s3.amazonaws.com/com.images.legiteem8/9c79e1a8-aed3-4882-b725-9ffde46f8410-2022081964246%40blurHash%3DVU9LMXRGeFouOCVNeEBzLiVOdDdEaWpaeF1vel9Oalp4dXRS.jpeg,1
90,Euro (Generic) ,L8-6d1jdtj,410,https://s3.amazonaws.com/com.images.legiteem8/ef03ef71-58d9-484b-bf1d-847538eeac94-20220819145247%40blurHash%3DVVJGRlRdfkJNeFIqOXVFTHM6dDdEJUlvVDBOR3M6dDZ4dSUy.jpeg,1
91,Bay Club,L8-jvbrgnj,1000,https://s3.amazonaws.com/com.images.legiteem8/dc0b2586-39de-4bc1-b41d-2d18a8afe18d-20220819151828.jpeg,1
92,Short Hills,L8-9rfgbuc,800,https://s3.amazonaws.com/com.images.legiteem8/a1dfc0a9-e40b-4c74-9849-be1d7df5a210-20220819152248%40blurHash%3DVT9JT2hFb2ZSampbfnFvZmp0b2YlMmpbb2ZvZk18altqW2Y2.jpeg,1
93,outcast luda ,L8-ff3v2oo,275,https://s3.amazonaws.com/com.images.legiteem8/a33d2a3a-7032-4be6-a54d-f788c6d8da06-20220818211741%40blurHash%3DVWxFb1tLUmpSaldCfnFSaldDaltfMldCb01vZj9ib2ZXQmF5.jpeg,1
94,biggie / pac,L8-swi4v5j,550,https://s3.amazonaws.com/com.images.legiteem8/944177b4-95c2-4a35-aa6e-6ccfe511b08e-20220819152626%40blurHash%3DVXpIQiNob3pWQHMuJWhqWldDa0N%2BV29nYWVvTHhdalprQ29m.jpeg,1
95,2pac,L8-j1nhe96,125,https://s3.amazonaws.com/com.images.legiteem8/380e94ea-d753-45cc-af82-6dcb85879208-20220819152953%40blurHash%3DVSpIMmNxb3lXQm9mfnFvZmF5b2YlTWZRb2ZvTE18YXlvZmpb.jpeg,1
96,anthrax mexican boot ,L8-f4uum1f,140,https://s3.amazonaws.com/com.images.legiteem8/60aec8b2-30c4-4c47-adc2-c350d9e4ff3b-2022081821549%40blurHash%3DVXpJT2FfV0JNe1dCfnFSaldCalstOnhhdDdqW018dDd0N29m.jpeg,1
97,Brockum,L8-l7h0q76,500,https://s3.amazonaws.com/com.images.legiteem8/0e0a36ce-2c03-4c17-94ee-791715592715-20220819153751%40blurHash%3DVUBIb0k0b2ZXQm9mfnFvZmY2b2YlTWtCb2ZqW017altqW2F5.jpeg,1
98,doors mexican bootleg ,L8-omu1wkk,150,https://s3.amazonaws.com/com.images.legiteem8/bced0dd9-8046-46ad-92b9-259aaf5b4e8b-2022081821030%40blurHash%3DVS1IZXRVZmtheWF5fnFiR29mb2YtcG9maltvZm9NczpSaldC.jpeg,1
99,Fruit of the Loom Best,L8-sdqewkb,320,https://s3.amazonaws.com/com.images.legiteem8/30c689f7-48a9-4335-9b3b-a9c526601476-20220819182149%40blurHash%3DVU9LMSxsJWd4dXh1fnF0N1dCYXklTm9mTXthenh1alt0N2F5.jpeg,1
100,janet velvet rope ,L8-jg7ho2m,200,https://s3.amazonaws.com/com.images.legiteem8/7d5601ea-6504-4baa-a9ab-b38ab3d6ea7a-20220818204224%40blurHash%3DVTtIVjl3dDdSa29mfnFvZmF5b2YlTWY2b2ZqW1JqYXlqW2F5.jpeg,1
101,Screen Stars,L8-t1w2t9l,250,https://s3.amazonaws.com/com.images.legiteem8/22efd774-9b45-49a7-a4d8-07ee59857a82-20220818205529%40blurHash%3DVUZKYjIxb19XVi1xfnF0N1JpYX1Sa3RRV0FXQS07YXh0N1dC.jpeg,1
102,catch me if you can ,L8-slqpu7u,100,https://s3.amazonaws.com/com.images.legiteem8/c3c31168-cadb-48e9-8de3-1ee52ac2eabd-20220818211355%40blurHash%3DVTVJWTU7fnA5RT9iLjZ4dU17b2YlTXQ3SW5Ne35xdDclTXQ2.jpeg,1
103,bob marley natural mystic,L8-2ll4ujq,300,https://s3.amazonaws.com/com.images.legiteem8/197c7459-f0ac-4450-ba9c-62f10ad1c845-20220819153328.jpeg,1
